date_key,full_date,day,day_name,day_of_week,is_weekend,month,month_name,quarter,week_of_year,year
20120513,2012-05-13,13,Sunday,7,1,5,May,2,19,2012
20120514,2012-05-14,14,Monday,1,0,5,May,2,20,2012
20120515,2012-05-15,15,Tuesday,2,0,5,May,2,20,2012
20120516,2012-05-16,16,Wednesday,3,0,5,May,2,20,2012
20120517,2012-05-17,17,Thursday,4,0,5,May,2,20,2012
20120518,2012-05-18,18,Friday,5,0,5,May,2,20,2012
20120519,2012-05-19,19,Saturday,6,1,5,May,2,20,2012
20120520,2012-05-20,20,Sunday,7,1,5,May,2,20,2012
20120521,2012-05-21,21,Monday,1,0,5,May,2,21,2012
20120522,2012-05-22,22,Tuesday,2,0,5,May,2,21,2012
20120523,2012-05-23,23,Wednesday,3,0,5,May,2,21,2012
20120524,2012-05-24,24,Thursday,4,0,5,May,2,21,2012
20120525,2012-05-25,25,Friday,5,0,5,May,2,21,2012
20120526,2012-05-26,26,Saturday,6,1,5,May,2,21,2012
20120527,2012-05-27,27,Sunday,7,1,5,May,2,21,2012
20120528,2012-05-28,28,Monday,1,0,5,May,2,22,2012
20120529,2012-05-29,29,Tuesday,2,0,5,May,2,22,2012
20120530,2012-05-30,30,Wednesday,3,0,5,May,2,22,2012
20120531,2012-05-31,31,Thursday,4,0,5,May,2,22,2012
20120601,2012-06-01,1,Friday,5,0,6,June,2,22,2012
20120602,2012-06-02,2,Saturday,6,1,6,June,2,22,2012
20120603,2012-06-03,3,Sunday,7,1,6,June,2,22,2012
20120604,2012-06-04,4,Monday,1,0,6,June,2,23,2012
20120605,2012-06-05,5,Tuesday,2,0,6,June,2,23,2012
20120606,2012-06-06,6,Wednesday,3,0,6,June,2,23,2012
20120607,2012-06-07,7,Thursday,4,0,6,June,2,23,2012
20120608,2012-06-08,8,Friday,5,0,6,June,2,23,2012
20120609,2012-06-09,9,Saturday,6,1,6,June,2,23,2012
20120610,2012-06-10,10,Sunday,7,1,6,June,2,23,2012
20120611,2012-06-11,11,Monday,1,0,6,June,2,24,2012
20120612,2012-06-12,12,Tuesday,2,0,6,June,2,24,2012
20120613,2012-06-13,13,Wednesday,3,0,6,June,2,24,2012
20120614,2012-06-14,14,Thursday,4,0,6,June,2,24,2012
20120615,2012-06-15,15,Friday,5,0,6,June,2,24,2012
20120616,2012-06-16,16,Saturday,6,1,6,June,2,24,2012
20120617,2012-06-17,17,Sunday,7,1,6,June,2,24,2012
20120618,2012-06-18,18,Monday,1,0,6,June,2,25,2012
20120619,2012-06-19,19,Tuesday,2,0,6,June,2,25,2012
20120620,2012-06-20,20,Wednesday,3,0,6,June,2,25,2012
20120621,2012-06-21,21,Thursday,4,0,6,June,2,25,2012
20120622,2012-06-22,22,Friday,5,0,6,June,2,25,2012
20120623,2012-06-23,23,Saturday,6,1,6,June,2,25,2012
20120624,2012-06-24,24,Sunday,7,1,6,June,2,25,2012
20120625,2012-06-25,25,Monday,1,0,6,June,2,26,2012
20120626,2012-06-26,26,Tuesday,2,0,6,June,2,26,2012
20120627,2012-06-27,27,Wednesday,3,0,6,June,2,26,2012
20120628,2012-06-28,28,Thursday,4,0,6,June,2,26,2012
20120629,2012-06-29,29,Friday,5,0,6,June,2,26,2012
20120630,2012-06-30,30,Saturday,6,1,6,June,2,26,2012
20120701,2012-07-01,1,Sunday,7,1,7,July,3,26,2012
20120702,2012-07-02,2,Monday,1,0,7,July,3,27,2012
20120703,2012-07-03,3,Tuesday,2,0,7,July,3,27,2012
20120704,2012-07-04,4,Wednesday,3,0,7,July,3,27,2012
20120705,2012-07-05,5,Thursday,4,0,7,July,3,27,2012
20120706,2012-07-06,6,Friday,5,0,7,July,3,27,2012
20120707,2012-07-07,7,Saturday,6,1,7,July,3,27,2012
20120708,2012-07-08,8,Sunday,7,1,7,July,3,27,2012
20120709,2012-07-09,9,Monday,1,0,7,July,3,28,2012
20120710,2012-07-10,10,Tuesday,2,0,7,July,3,28,2012
20120711,2012-07-11,11,Wednesday,3,0,7,July,3,28,2012
20120712,2012-07-12,12,Thursday,4,0,7,July,3,28,2012
20120713,2012-07-13,13,Friday,5,0,7,July,3,28,2012
20120714,2012-07-14,14,Saturday,6,1,7,July,3,28,2012
20120715,2012-07-15,15,Sunday,7,1,7,July,3,28,2012
20120716,2012-07-16,16,Monday,1,0,7,July,3,29,2012
20120717,2012-07-17,17,Tuesday,2,0,7,July,3,29,2012
20120718,2012-07-18,18,Wednesday,3,0,7,July,3,29,2012
20120719,2012-07-19,19,Thursday,4,0,7,July,3,29,2012
20120720,2012-07-20,20,Friday,5,0,7,July,3,29,2012
20120721,2012-07-21,21,Saturday,6,1,7,July,3,29,2012
20120722,2012-07-22,22,Sunday,7,1,7,July,3,29,2012
20120723,2012-07-23,23,Monday,1,0,7,July,3,30,2012
20120724,2012-07-24,24,Tuesday,2,0,7,July,3,30,2012
20120725,2012-07-25,25,Wednesday,3,0,7,July,3,30,2012
20120726,2012-07-26,26,Thursday,4,0,7,July,3,30,2012
20120727,2012-07-27,27,Friday,5,0,7,July,3,30,2012
20120728,2012-07-28,28,Saturday,6,1,7,July,3,30,2012
20120729,2012-07-29,29,Sunday,7,1,7,July,3,30,2012
20120730,2012-07-30,30,Monday,1,0,7,July,3,31,2012
20120731,2012-07-31,31,Tuesday,2,0,7,July,3,31,2012
20120801,2012-08-01,1,Wednesday,3,0,8,August,3,31,2012
20120802,2012-08-02,2,Thursday,4,0,8,August,3,31,2012
20120803,2012-08-03,3,Friday,5,0,8,August,3,31,2012
20120804,2012-08-04,4,Saturday,6,1,8,August,3,31,2012
20120805,2012-08-05,5,Sunday,7,1,8,August,3,31,2012
20120806,2012-08-06,6,Monday,1,0,8,August,3,32,2012
20120807,2012-08-07,7,Tuesday,2,0,8,August,3,32,2012
20120808,2012-08-08,8,Wednesday,3,0,8,August,3,32,2012
20120809,2012-08-09,9,Thursday,4,0,8,August,3,32,2012
20120810,2012-08-10,10,Friday,5,0,8,August,3,32,2012
20120811,2012-08-11,11,Saturday,6,1,8,August,3,32,2012
20120812,2012-08-12,12,Sunday,7,1,8,August,3,32,2012
20120813,2012-08-13,13,Monday,1,0,8,August,3,33,2012
20120814,2012-08-14,14,Tuesday,2,0,8,August,3,33,2012
20120815,2012-08-15,15,Wednesday,3,0,8,August,3,33,2012
20120816,2012-08-16,16,Thursday,4,0,8,August,3,33,2012
20120817,2012-08-17,17,Friday,5,0,8,August,3,33,2012
20120818,2012-08-18,18,Saturday,6,1,8,August,3,33,2012
20120819,2012-08-19,19,Sunday,7,1,8,August,3,33,2012
20120820,2012-08-20,20,Monday,1,0,8,August,3,34,2012
20120821,2012-08-21,21,Tuesday,2,0,8,August,3,34,2012
20120822,2012-08-22,22,Wednesday,3,0,8,August,3,34,2012
20120823,2012-08-23,23,Thursday,4,0,8,August,3,34,2012
20120824,2012-08-24,24,Friday,5,0,8,August,3,34,2012
20120825,2012-08-25,25,Saturday,6,1,8,August,3,34,2012
20120826,2012-08-26,26,Sunday,7,1,8,August,3,34,2012
20120827,2012-08-27,27,Monday,1,0,8,August,3,35,2012
20120828,2012-08-28,28,Tuesday,2,0,8,August,3,35,2012
20120829,2012-08-29,29,Wednesday,3,0,8,August,3,35,2012
20120830,2012-08-30,30,Thursday,4,0,8,August,3,35,2012
20120831,2012-08-31,31,Friday,5,0,8,August,3,35,2012
20120901,2012-09-01,1,Saturday,6,1,9,September,3,35,2012
20120902,2012-09-02,2,Sunday,7,1,9,September,3,35,2012
20120903,2012-09-03,3,Monday,1,0,9,September,3,36,2012
20120904,2012-09-04,4,Tuesday,2,0,9,September,3,36,2012
20120905,2012-09-05,5,Wednesday,3,0,9,September,3,36,2012
20120906,2012-09-06,6,Thursday,4,0,9,September,3,36,2012
20120907,2012-09-07,7,Friday,5,0,9,September,3,36,2012
20120908,2012-09-08,8,Saturday,6,1,9,September,3,36,2012
20120909,2012-09-09,9,Sunday,7,1,9,September,3,36,2012
20120910,2012-09-10,10,Monday,1,0,9,September,3,37,2012
20120911,2012-09-11,11,Tuesday,2,0,9,September,3,37,2012
20120912,2012-09-12,12,Wednesday,3,0,9,September,3,37,2012
20120913,2012-09-13,13,Thursday,4,0,9,September,3,37,2012
20120914,2012-09-14,14,Friday,5,0,9,September,3,37,2012
20120915,2012-09-15,15,Saturday,6,1,9,September,3,37,2012
20120916,2012-09-16,16,Sunday,7,1,9,September,3,37,2012
20120917,2012-09-17,17,Monday,1,0,9,September,3,38,2012
20120918,2012-09-18,18,Tuesday,2,0,9,September,3,38,2012
20120919,2012-09-19,19,Wednesday,3,0,9,September,3,38,2012
20120920,2012-09-20,20,Thursday,4,0,9,September,3,38,2012
20120921,2012-09-21,21,Friday,5,0,9,September,3,38,2012
20120922,2012-09-22,22,Saturday,6,1,9,September,3,38,2012
20120923,2012-09-23,23,Sunday,7,1,9,September,3,38,2012
20120924,2012-09-24,24,Monday,1,0,9,September,3,39,2012
20120925,2012-09-25,25,Tuesday,2,0,9,September,3,39,2012
20120926,2012-09-26,26,Wednesday,3,0,9,September,3,39,2012
20120927,2012-09-27,27,Thursday,4,0,9,September,3,39,2012
20120928,2012-09-28,28,Friday,5,0,9,September,3,39,2012
20120929,2012-09-29,29,Saturday,6,1,9,September,3,39,2012
20120930,2012-09-30,30,Sunday,7,1,9,September,3,39,2012
20121001,2012-10-01,1,Monday,1,0,10,October,4,40,2012
20121002,2012-10-02,2,Tuesday,2,0,10,October,4,40,2012
20121003,2012-10-03,3,Wednesday,3,0,10,October,4,40,2012
20121004,2012-10-04,4,Thursday,4,0,10,October,4,40,2012
20121005,2012-10-05,5,Friday,5,0,10,October,4,40,2012
20121006,2012-10-06,6,Saturday,6,1,10,October,4,40,2012
20121007,2012-10-07,7,Sunday,7,1,10,October,4,40,2012
20121008,2012-10-08,8,Monday,1,0,10,October,4,41,2012
20121009,2012-10-09,9,Tuesday,2,0,10,October,4,41,2012
20121010,2012-10-10,10,Wednesday,3,0,10,October,4,41,2012
20121011,2012-10-11,11,Thursday,4,0,10,October,4,41,2012
20121012,2012-10-12,12,Friday,5,0,10,October,4,41,2012
20121013,2012-10-13,13,Saturday,6,1,10,October,4,41,2012
20121014,2012-10-14,14,Sunday,7,1,10,October,4,41,2012
20121015,2012-10-15,15,Monday,1,0,10,October,4,42,2012
20121016,2012-10-16,16,Tuesday,2,0,10,October,4,42,2012
20121017,2012-10-17,17,Wednesday,3,0,10,October,4,42,2012
20121018,2012-10-18,18,Thursday,4,0,10,October,4,42,2012
20121019,2012-10-19,19,Friday,5,0,10,October,4,42,2012
20121020,2012-10-20,20,Saturday,6,1,10,October,4,42,2012
20121021,2012-10-21,21,Sunday,7,1,10,October,4,42,2012
20121022,2012-10-22,22,Monday,1,0,10,October,4,43,2012
20121023,2012-10-23,23,Tuesday,2,0,10,October,4,43,2012
20121024,2012-10-24,24,Wednesday,3,0,10,October,4,43,2012
20121025,2012-10-25,25,Thursday,4,0,10,October,4,43,2012
20121026,2012-10-26,26,Friday,5,0,10,October,4,43,2012
